"InventoryID","BorrowingLanguageGlottocode","BorrowedSound","SourceLanguageGlottocode","OnlyInLoanwords","Result","NewDistinction","PhonemeComments","Verified","Glottocode","LanguageName","BibTexKey","Filename","Contributor","MetadataComments","PhoibleID","ClosestNeighbor","family_id","parent_id","name","bookkeeping","level","status","latitude","longitude","iso639P3code","description","markup_description","child_family_count","child_language_count","child_dialect_count","country_ids","glottocode","isocodes","macroarea"
297,"moks1248","x","russ1263","mostly","unknown","to be checked","Appears in onomatopoeia and in Russian loanwords","NA","moks1248","Moksha","bondarko1993mordvin","NA","Ruslan Idrisov","NA","NA","NA","ural1272","mord1256","Moksha","False","language","safe",54.1855,42.6728,"mdf",NA,NA,0,0,0,"RU","moks1248","mdf","Eurasia"
298,"erzy1239","f","russ1263","mostly","unknown","to be checked","Appears in onomatopoeia and in Russian loanwords","NA","erzy1239","Erzya","bondarko1993mordvin","NA","Ruslan Idrisov","NA","NA","NA","ural1272","mord1256","Erzya","False","language","definitely endangered",52.8548,45.3901,"myv",NA,NA,0,0,0,"AZ BY EE KZ LT LV RU UA","erzy1239","myv","Eurasia"
298,"erzy1239","x","russ1263","mostly","unknown","to be checked","Appears in onomatopoeia and in Russian loanwords","NA","erzy1239","Erzya","bondarko1993mordvin","NA","Ruslan Idrisov","NA","NA","NA","ural1272","mord1256","Erzya","False","language","definitely endangered",52.8548,45.3901,"myv",NA,NA,0,0,0,"AZ BY EE KZ LT LV RU UA","erzy1239","myv","Eurasia"
299,"awac1239","e","stan1288","yes","other distributional change","to be checked","NA","NA","awac1239","Awa-Cuaiquer","curnow1997awapit","NA","Polina Pleshak","NA","NA","NA","barb1265","unun9945","Awa-Cuaiquer","False","language","vulnerable",1.21652,-78.3401,"kwi",NA,NA,0,0,0,"CO EC","awac1239","kwi","South America"
300,"tami1289","b","unknown","unknown","to be checked","to be checked","(primarily from Indo-Aryan,  Perso-Arabic and English)","NA","tami1289","Tamil","keane2004tamil","NA","Vasilisa Zhigulskaya","NA","NA","NA","drav1251","tami1300","Tamil","False","language","safe",10.520219,78.825989,"tam",NA,NA,0,0,19,"IN LK","tami1289","tam","Eurasia"
300,"tami1289","d","unknown","unknown","to be checked","to be checked","(primarily from Indo-Aryan,  Perso-Arabic and English)","NA","tami1289","Tamil","keane2004tamil","NA","Vasilisa Zhigulskaya","NA","NA","NA","drav1251","tami1300","Tamil","False","language","safe",10.520219,78.825989,"tam",NA,NA,0,0,19,"IN LK","tami1289","tam","Eurasia"
300,"tami1289","d̠ʒ","unknown","no","other distributional change","to be checked","(primarily from Indo-Aryan,  Perso-Arabic and English)","NA","tami1289","Tamil","keane2004tamil","NA","Vasilisa Zhigulskaya","NA","NA","NA","drav1251","tami1300","Tamil","False","language","safe",10.520219,78.825989,"tam",NA,NA,0,0,19,"IN LK","tami1289","tam","Eurasia"
300,"tami1289","ɖ","unknown","unknown","to be checked","to be checked","(primarily from Indo-Aryan,  Perso-Arabic and English)","NA","tami1289","Tamil","keane2004tamil","NA","Vasilisa Zhigulskaya","NA","NA","NA","drav1251","tami1300","Tamil","False","language","safe",10.520219,78.825989,"tam",NA,NA,0,0,19,"IN LK","tami1289","tam","Eurasia"
300,"tami1289","f","unknown","yes","new phoneme","no","NA","NA","tami1289","Tamil","keane2004tamil","NA","Vasilisa Zhigulskaya","NA","NA","NA","drav1251","tami1300","Tamil","False","language","safe",10.520219,78.825989,"tam",NA,NA,0,0,19,"IN LK","tami1289","tam","Eurasia"
300,"tami1289","ɡ","unknown","unknown","to be checked","to be checked","(primarily from Indo-Aryan,  Perso-Arabic and English)","NA","tami1289","Tamil","keane2004tamil","NA","Vasilisa Zhigulskaya","NA","NA","NA","drav1251","tami1300","Tamil","False","language","safe",10.520219,78.825989,"tam",NA,NA,0,0,19,"IN LK","tami1289","tam","Eurasia"
300,"tami1289","ɲ","unknown","unknown","to be checked","to be checked","NA","NA","tami1289","Tamil","keane2004tamil","NA","Vasilisa Zhigulskaya","NA","NA","NA","drav1251","tami1300","Tamil","False","language","safe",10.520219,78.825989,"tam",NA,NA,0,0,19,"IN LK","tami1289","tam","Eurasia"
300,"tami1289","s","unknown","no","unknown","to be checked","(unclear: see p. 111)","NA","tami1289","Tamil","keane2004tamil","NA","Vasilisa Zhigulskaya","NA","NA","NA","drav1251","tami1300","Tamil","False","language","safe",10.520219,78.825989,"tam",NA,NA,0,0,19,"IN LK","tami1289","tam","Eurasia"
300,"tami1289","z","unknown","yes","new phoneme","no","NA","NA","tami1289","Tamil","keane2004tamil","NA","Vasilisa Zhigulskaya","NA","NA","NA","drav1251","tami1300","Tamil","False","language","safe",10.520219,78.825989,"tam",NA,NA,0,0,19,"IN LK","tami1289","tam","Eurasia"
301,"belh1239","bʱ","nepa1254, mait1250","yes","phonologization of allophone","no","NA","NA","belh1239","Belhare","bickel2003belhare","NA","Eitan Grossman","NA","NA","NA","sino1245","athp1240","Belhariya","False","language","severely endangered",26.9972,87.2783,"byw",NA,NA,0,0,0,"NP","belh1239","byw","Eurasia"
301,"belh1239","dʱ","nepa1254, mait1250","yes","phonologization of allophone","no","NA","NA","belh1239","Belhare","bickel2003belhare","NA","Eitan Grossman","NA","NA","NA","sino1245","athp1240","Belhariya","False","language","severely endangered",26.9972,87.2783,"byw",NA,NA,0,0,0,"NP","belh1239","byw","Eurasia"
301,"belh1239","dz","nepa1254, mait1250","yes","new phoneme","no","NA","NA","belh1239","Belhare","bickel2003belhare","NA","Eitan Grossman","NA","NA","NA","sino1245","athp1240","Belhariya","False","language","severely endangered",26.9972,87.2783,"byw",NA,NA,0,0,0,"NP","belh1239","byw","Eurasia"
301,"belh1239","dzʱ","nepa1254, mait1250","yes","phonologization of allophone","no","NA","NA","belh1239","Belhare","bickel2003belhare","NA","Eitan Grossman","NA","NA","NA","sino1245","athp1240","Belhariya","False","language","severely endangered",26.9972,87.2783,"byw",NA,NA,0,0,0,"NP","belh1239","byw","Eurasia"
301,"belh1239","ɡʱ","nepa1254, mait1250","yes","phonologization of allophone","no","NA","NA","belh1239","Belhare","bickel2003belhare","NA","Eitan Grossman","NA","NA","NA","sino1245","athp1240","Belhariya","False","language","severely endangered",26.9972,87.2783,"byw",NA,NA,0,0,0,"NP","belh1239","byw","Eurasia"
301,"belh1239","ʌ","nepa1254, mait1250","yes","new phoneme","no","NA","NA","belh1239","Belhare","bickel2003belhare","NA","Eitan Grossman","NA","NA","NA","sino1245","athp1240","Belhariya","False","language","severely endangered",26.9972,87.2783,"byw",NA,NA,0,0,0,"NP","belh1239","byw","Eurasia"
302,"bond1245","d̪","unknown","yes","new phoneme","no","should probably find another source","NA","bond1245","Bondo (Remo)","fernandez1968remo","NA","Eitan Grossman","NA","NA","NA","aust1305","guto1244","Bondo","False","language","definitely endangered",19.1512,83.8141,"bfw",NA,NA,0,0,2,"IN","bond1245","bfw","Eurasia"
303,"czec1258","oː","unknown","yes","new phoneme","no","should probably find another source","NA","czec1258","Czech","dankovicova1997czech","NA","Eitan Grossman","NA","NA","NA","indo1319","czec1261","Czech","False","language","safe",49.873398,15.10437,"ces",NA,NA,0,0,6,"AT CZ PL SK","czec1258","ces","Eurasia"
304,"chra1242","ɓ","viet1252","mostly","new phoneme","implosive","some clusters are also only in loanwords. related languages had implosives, so chrau probably did originally too, but then lost the contrast until it was reintroduced from vietnamese","NA","chra1242","Chrau","thomas1971chrau","NA","Eitan Grossman","NA","NA","NA","aust1305","mnon1258","Chrau","False","language","vulnerable",10.8021,107.293,"crw",NA,NA,0,0,9,"VN","chra1242","crw","Eurasia"
304,"chra1242","ɗ","viet1252","mostly","new phoneme","implosive","some clusters are also only in loanwords. related languages had implosives, so chrau probably did originally too, but then lost the contrast until it was reintroduced from vietnamese","NA","chra1242","Chrau","thomas1971chrau","NA","Eitan Grossman","NA","NA","NA","aust1305","mnon1258","Chrau","False","language","vulnerable",10.8021,107.293,"crw",NA,NA,0,0,9,"VN","chra1242","crw","Eurasia"
304,"chra1242","ɨə̯","viet1252","mostly","new phoneme","no","has to be checked","NA","chra1242","Chrau","thomas1971chrau","NA","Eitan Grossman","NA","NA","NA","aust1305","mnon1258","Chrau","False","language","vulnerable",10.8021,107.293,"crw",NA,NA,0,0,9,"VN","chra1242","crw","Eurasia"
304,"chra1242","uə̯","viet1252","mostly","new phoneme","no","has to be checked","NA","chra1242","Chrau","thomas1971chrau","NA","Eitan Grossman","NA","NA","NA","aust1305","mnon1258","Chrau","False","language","vulnerable",10.8021,107.293,"crw",NA,NA,0,0,9,"VN","chra1242","crw","Eurasia"
305,"stan1290","ŋ","stan1293","yes","new phoneme","no","NA","NA","stan1290","French","Sten1963","fra_SPA1979_phon.pdf","Eitan Grossman","NA","162","NA","indo1319","glob1239","French","False","language","safe",48,2,"fra",NA,NA,0,0,16,"AD BE CA CH FR GF IT LU MC PM US","stan1290","fra","Eurasia"
306,"friu1240","dz","ital1282, vene1258","yes","new phoneme","no","NA","NA","friu1240","Friulian","miotti2002friulian","NA","Eitan Grossman","NA","NA","NA","indo1319","gall1280","Friulian","False","language","vulnerable",46.1473,13.0493,"fur",NA,NA,0,0,3,"AT IT","friu1240","fur","Eurasia"
306,"friu1240","ts","ital1282, lati1261, slov1268, stan1295","yes","new phoneme","no","NA","NA","friu1240","Friulian","miotti2002friulian","NA","Eitan Grossman","NA","NA","NA","indo1319","gall1280","Friulian","False","language","vulnerable",46.1473,13.0493,"fur",NA,NA,0,0,3,"AT IT","friu1240","fur","Eurasia"
307,"guja1253","æ","stan1293","yes","new phoneme","no","NA","NA","guja1253","Gujari (Gojri)","losey2002gujari","NA","Eitan Grossman","NA","NA","NA","indo1319","mewa1254","Gujari","False","language","safe",34.3768,73.1461,"gju",NA,NA,0,0,3,"AF IN PK","guja1253","gju","Eurasia"
307,"guja1253","f","unknown","yes","new phoneme","no","NA","NA","guja1253","Gujari (Gojri)","losey2002gujari","NA","Eitan Grossman","NA","NA","NA","indo1319","mewa1254","Gujari","False","language","safe",34.3768,73.1461,"gju",NA,NA,0,0,3,"AF IN PK","guja1253","gju","Eurasia"
307,"guja1253","ɣ","unknown","yes","new phoneme","no","NA","NA","guja1253","Gujari (Gojri)","losey2002gujari","NA","Eitan Grossman","NA","NA","NA","indo1319","mewa1254","Gujari","False","language","safe",34.3768,73.1461,"gju",NA,NA,0,0,3,"AF IN PK","guja1253","gju","Eurasia"
307,"guja1253","x","unknown","yes","new phoneme","no","NA","NA","guja1253","Gujari (Gojri)","losey2002gujari","NA","Eitan Grossman","NA","NA","NA","indo1319","mewa1254","Gujari","False","language","safe",34.3768,73.1461,"gju",NA,NA,0,0,3,"AF IN PK","guja1253","gju","Eurasia"
308,"mose1249","ɡ","stan1288","yes","new phoneme","no","full grammar needed","NA","mose1249","Mosetén","sakel2004moseten","NA","Vanya Levin","NA","NA","NA","","","Mosetén-Chimané","False","language","vulnerable",-14.64448,-67.83756,"cas",NA,NA,0,0,0,"BO","mose1249","cas","South America"
308,"mose1249","l","stan1288","yes","new phoneme","lateral","full grammar needed","NA","mose1249","Mosetén","sakel2004moseten","NA","Vanya Levin","NA","NA","NA","","","Mosetén-Chimané","False","language","vulnerable",-14.64448,-67.83756,"cas",NA,NA,0,0,0,"BO","mose1249","cas","South America"
309,"osse1243","ɛ","russ1263","yes","new phoneme","to be checked","NA","NA","osse1243","Ossetian","hettich2002ossetian","NA","Daniel Wilson","NA","NA","NA","indo1319","osse1245","Ossetian","False","language","vulnerable",41.7882,43.2674,"oss",NA,NA,0,0,7,"AZ GE RU TR","osse1243","oss","Eurasia"
309,"osse1243","ɨ","russ1263","unknown","unknown","to be checked","NA","NA","osse1243","Ossetian","hettich2002ossetian","NA","Daniel Wilson","NA","NA","NA","indo1319","osse1245","Ossetian","False","language","vulnerable",41.7882,43.2674,"oss",NA,NA,0,0,7,"AZ GE RU TR","osse1243","oss","Eurasia"
310,"qelt1235","p","west2369, nucl1301","yes","new phoneme","to be checked","European languages as source language too","NA","qelt1235","Baghdad Arabic (Christian)","abuhaidar1991baghdadchristianarabic","NA","Nikita Kuzin","NA","NA","NA","afro1255","east2729","Qeltu","False","family","safe",NA,NA,"",NA,NA,0,2,0,"",NA,NA,NA
311,"ukaa1243","bʷ","akpe1248","yes","new phoneme","to be checked","only attested in one word, there are 4 dialects and it is unclear if they borrowed the sound at the earlier stage or later independently","NA","ukaa1243","Ukaan","abiodun1999ukaan","NA","Polina Pleshak","NA","NA","NA","atla1278","benu1247","Ukaan","False","language","safe",7.59722,6.03933,"kcf",NA,NA,0,0,3,"NG","ukaa1243","kcf","Africa"
312,"tuvi1240","f","russ1263","yes","new phoneme","no","NA","NA","tuvi1240","Tuvan","harrison2000tuvan","NA","Vanya Levin","NA","NA","NA","turk1311","saya1244","Tuvinian","False","language","safe",48.436,92.6693,"tyv",NA,NA,0,0,5,"CN MN RU","tuvi1240","tyv","Eurasia"
312,"tuvi1240","ts","russ1263","yes","new phoneme","no","NA","NA","tuvi1240","Tuvan","harrison2000tuvan","NA","Vanya Levin","NA","NA","NA","turk1311","saya1244","Tuvinian","False","language","safe",48.436,92.6693,"tyv",NA,NA,0,0,5,"CN MN RU","tuvi1240","tyv","Eurasia"
313,"nene1249","r","unknown","unknown","to be checked","to be checked","NA","NA","nene1249","Tundra Nenets","nikolaeva2014tundranenets","NA","Aigul Zakirova","NA","NA","NA","ural1272","nene1251","Tundra Nenets","False","language","definitely endangered",66.1775,71.0234,"yrk",NA,NA,0,0,3,"RU","nene1249","yrk","Eurasia"
314,"russ1263","f","unknown","yes","phonologization of allophone","to be checked","From sourceː ""Like /ɛ/, the close central unrounded vowel /ɨ/ was borrowed from Russian. Even in newly borrowed words native speakers pronounce it more like /ɪ/ and it is not clear that the two vowels are distinct."" (Hettich 2002ː7)","NA","russ1263","Russian","galinskaya2009russian","NA","Pavel Duryagin","NA","NA","NA","indo1319","east1426","Russian","False","language","critically endangered",59,50,"rus",NA,NA,0,0,3,"BY CN EE FI GE KG KP KZ LT LV MD MN NO PL RO RU TM UA UZ","russ1263","rus","Eurasia"
314,"russ1263","fʲ","unknown","yes","phonologization of allophone","to be checked","NA","NA","russ1263","Russian","galinskaya2009russian","NA","Pavel Duryagin","NA","NA","NA","indo1319","east1426","Russian","False","language","critically endangered",59,50,"rus",NA,NA,0,0,3,"BY CN EE FI GE KG KP KZ LT LV MD MN NO PL RO RU TM UA UZ","russ1263","rus","Eurasia"
315,"moco1246","ɸ","stan1288","yes","new phoneme","to be checked","/f/ in Spanish, adapted as /φ/ in Mocoví. The latter is only present in loanwords from Spanish.","NA","moco1246","Mocoví","grondona1998mocovi","NA","Ezequiel Koile","NA","NA","NA","guai1249","qomm1235","Mocoví","False","language","definitely endangered",-28.097,-60.4145,"moc",NA,NA,0,0,0,"AR","moco1246","moc","South America"
315,"moco1246","x","stan1288","yes","new phoneme","to be checked","NA","NA","moco1246","Mocoví","grondona1998mocovi","NA","Ezequiel Koile","NA","NA","NA","guai1249","qomm1235","Mocoví","False","language","definitely endangered",-28.097,-60.4145,"moc",NA,NA,0,0,0,"AR","moco1246","moc","South America"
316,"kute1248","d","juku1259, haus1257, stan1293","yes","new phoneme","no","NA","NA","kute1248","Kuteb","koops1990kuteb","NA","Vanya Levin","NA","NA","NA","atla1278","juku1257","Kutep","False","language","safe",7.07479,10.0916,"kub",NA,NA,0,0,5,"CM NG","kute1248","kub","Africa"
316,"kute1248","ɡ","juku1259, haus1257, stan1293","yes","new phoneme","no","NA","NA","kute1248","Kuteb","koops1990kuteb","NA","Vanya Levin","NA","NA","NA","atla1278","juku1257","Kutep","False","language","safe",7.07479,10.0916,"kub",NA,NA,0,0,5,"CM NG","kute1248","kub","Africa"
316,"kute1248","h","haus1257, stan1293","unknown","new phoneme","to be checked","/h/ is also found in several native words of the Lissam dialect","NA","kute1248","Kuteb","koops1990kuteb","NA","Vanya Levin","NA","NA","NA","atla1278","juku1257","Kutep","False","language","safe",7.07479,10.0916,"kub",NA,NA,0,0,5,"CM NG","kute1248","kub","Africa"
316,"kute1248","l","unknown","yes","new phoneme","lateral","NA","NA","kute1248","Kuteb","koops1990kuteb","NA","Vanya Levin","NA","NA","NA","atla1278","juku1257","Kutep","False","language","safe",7.07479,10.0916,"kub",NA,NA,0,0,5,"CM NG","kute1248","kub","Africa"
316,"kute1248","v","juku1259, haus1257, stan1293","yes","new phoneme","voicing in fricatives","/v/ occurs in the Lissam dialect as an allophone of /b/","NA","kute1248","Kuteb","koops1990kuteb","NA","Vanya Levin","NA","NA","NA","atla1278","juku1257","Kutep","False","language","safe",7.07479,10.0916,"kub",NA,NA,0,0,5,"CM NG","kute1248","kub","Africa"
316,"kute1248","z","juku1259, haus1257, stan1293","yes","new phoneme","voicing in fricatives","NA","NA","kute1248","Kuteb","koops1990kuteb","NA","Vanya Levin","NA","NA","NA","atla1278","juku1257","Kutep","False","language","safe",7.07479,10.0916,"kub",NA,NA,0,0,5,"CM NG","kute1248","kub","Africa"
317,"halh1238","f","russ1263","yes","new phoneme","no","In the speech of people who know Russian well","NA","halh1238","Halh Mongolian","svantesson2005mongolian","NA","Anna Sorokina","NA","NA","NA","mong1329","mong1331","Halh Mongolian","False","language","definitely endangered",48.324,106.289,"khk",NA,NA,0,0,5,"MN RU","halh1238","khk","Eurasia"
