"InventoryID","BorrowingLanguageGlottocode","BorrowedSound","SourceLanguageGlottocode","OnlyInLoanwords","Result","NewDistinction","PhonemeComments","Verified","Glottocode","LanguageName","BibTexKey","Filename","Contributor","MetadataComments","PhoibleID","ClosestNeighbor"
309,"osse1243","ɛ","russ1263","yes","new phoneme","to be checked",NA,NA,"osse1243","Ossetian","hettich2002ossetian",NA,"Daniel Wilson",NA,NA,NA
309,"osse1243","ɨ","russ1263","unknown","unknown","to be checked",NA,NA,"osse1243","Ossetian","hettich2002ossetian",NA,"Daniel Wilson",NA,NA,NA
310,"qelt1235","p","west2369, nucl1301","yes","new phoneme","to be checked","European languages as source language too",NA,"qelt1235","Baghdad Arabic (Christian)","abuhaidar1991baghdadchristianarabic",NA,"Nikita Kuzin",NA,NA,NA
311,"ukaa1243","bʷ","akpe1248","yes","new phoneme","to be checked","only attested in one word, there are 4 dialects and it is unclear if they borrowed the sound at the earlier stage or later independently",NA,"ukaa1243","Ukaan","abiodun1999ukaan",NA,"Polina Pleshak",NA,NA,NA
312,"tuvi1240","f","russ1263","yes","new phoneme","no",NA,NA,"tuvi1240","Tuvan","harrison2000tuvan",NA,"Vanya Levin",NA,NA,NA
312,"tuvi1240","ts","russ1263","yes","new phoneme","no",NA,NA,"tuvi1240","Tuvan","harrison2000tuvan",NA,"Vanya Levin",NA,NA,NA
313,"nene1249","r","unknown","unknown","to be checked","to be checked",NA,NA,"nene1249","Tundra Nenets","nikolaeva2014tundranenets",NA,"Aigul Zakirova",NA,NA,NA
314,"russ1263","f","unknown","yes","phonologization of allophone","to be checked","From sourceː ""Like /ɛ/, the close central unrounded vowel /ɨ/ was borrowed from Russian. Even in newly borrowed words native speakers pronounce it more like /ɪ/ and it is not clear that the two vowels are distinct."" (Hettich 2002ː7)",NA,"russ1263","Russian","galinskaya2009russian",NA,"Pavel Duryagin",NA,NA,NA
314,"russ1263","fʲ","unknown","yes","phonologization of allophone","to be checked",NA,NA,"russ1263","Russian","galinskaya2009russian",NA,"Pavel Duryagin",NA,NA,NA
315,"moco1246","ɸ","stan1288","yes","new phoneme","to be checked","/f/ in Spanish, adapted as /φ/ in Mocoví. The latter is only present in loanwords from Spanish.",NA,"moco1246","Mocoví","grondona1998mocovi",NA,"Ezequiel Koile",NA,NA,NA
315,"moco1246","x","stan1288","yes","new phoneme","to be checked",NA,NA,"moco1246","Mocoví","grondona1998mocovi",NA,"Ezequiel Koile",NA,NA,NA
316,"kute1248","d","juku1259, haus1257, stan1293","yes","new phoneme","no",NA,NA,"kute1248","Kuteb","koops1990kuteb",NA,"Vanya Levin",NA,NA,NA
316,"kute1248","ɡ","juku1259, haus1257, stan1293","yes","new phoneme","no",NA,NA,"kute1248","Kuteb","koops1990kuteb",NA,"Vanya Levin",NA,NA,NA
316,"kute1248","h","haus1257, stan1293","unknown","new phoneme","to be checked","/h/ is also found in several native words of the Lissam dialect",NA,"kute1248","Kuteb","koops1990kuteb",NA,"Vanya Levin",NA,NA,NA
316,"kute1248","l","unknown","yes","new phoneme","lateral",NA,NA,"kute1248","Kuteb","koops1990kuteb",NA,"Vanya Levin",NA,NA,NA
316,"kute1248","v","juku1259, haus1257, stan1293","yes","new phoneme","voicing in fricatives","/v/ occurs in the Lissam dialect as an allophone of /b/",NA,"kute1248","Kuteb","koops1990kuteb",NA,"Vanya Levin",NA,NA,NA
316,"kute1248","z","juku1259, haus1257, stan1293","yes","new phoneme","voicing in fricatives",NA,NA,"kute1248","Kuteb","koops1990kuteb",NA,"Vanya Levin",NA,NA,NA
317,"halh1238","f","russ1263","yes","new phoneme","no","In the speech of people who know Russian well",NA,"halh1238","Halh Mongolian","svantesson2005mongolian",NA,"Anna Sorokina",NA,NA,NA
317,"halh1238","k","russ1263","yes","new phoneme","no","In the speech of people who know Russian well",NA,"halh1238","Halh Mongolian","svantesson2005mongolian",NA,"Anna Sorokina",NA,NA,NA
317,"halh1238","ɬ","tibe1272","yes","new phoneme","no",NA,NA,"halh1238","Halh Mongolian","svantesson2005mongolian",NA,"Anna Sorokina",NA,NA,NA
317,"halh1238","ɮ","unknown","no","other distributional change","no","Word-initially only in loans",NA,"halh1238","Halh Mongolian","svantesson2005mongolian",NA,"Anna Sorokina",NA,NA,NA
317,"halh1238","ɮʲ","mand1415","no","other distributional change","no","Word-initially only in loans. Maybe other source languages as well",NA,"halh1238","Halh Mongolian","svantesson2005mongolian",NA,"Anna Sorokina",NA,NA,NA
317,"halh1238","pʰ","unknown","mostly",NA,"no",NA,NA,"halh1238","Halh Mongolian","svantesson2005mongolian",NA,"Anna Sorokina",NA,NA,NA
317,"halh1238","pʲʰ","unknown","mostly",NA,"no",NA,NA,"halh1238","Halh Mongolian","svantesson2005mongolian",NA,"Anna Sorokina",NA,NA,NA
317,"halh1238","tʲ","mand1415","no","other distributional change","no","Word-initially only in loans. Maybe other source languages as well",NA,"halh1238","Halh Mongolian","svantesson2005mongolian",NA,"Anna Sorokina",NA,NA,NA
317,"halh1238","ʊa","mand1415","mostly","unknown","to be checked","diphthong",NA,"halh1238","Halh Mongolian","svantesson2005mongolian",NA,"Anna Sorokina",NA,NA,NA
317,"halh1238","ʊai","mand1415","mostly","unknown","to be checked","triphthong",NA,"halh1238","Halh Mongolian","svantesson2005mongolian",NA,"Anna Sorokina",NA,NA,NA
317,"halh1238","w","unknown","no","other distributional change","no","Word-initially only in loans",NA,"halh1238","Halh Mongolian","svantesson2005mongolian",NA,"Anna Sorokina",NA,NA,NA
318,"caml1239","dz","nepa1254","yes","new phoneme","to be checked",NA,NA,"caml1239","Camling","ebert1997",NA,"Dmitry Nikolaev",NA,NA,NA
318,"caml1239","d̤z̤","nepa1254","mostly","other distributional change","to be checked",NA,NA,"caml1239","Camling","ebert1997",NA,"Dmitry Nikolaev",NA,NA,NA
318,"caml1239","ɡ","nepa1254","mostly","other distributional change","to be checked",NA,NA,"caml1239","Camling","ebert1997",NA,"Dmitry Nikolaev",NA,NA,NA
318,"caml1239","ɡ̤","nepa1254","mostly","other distributional change","to be checked",NA,NA,"caml1239","Camling","ebert1997",NA,"Dmitry Nikolaev",NA,NA,NA
319,"galo1242","s","assa1263","no","other distributional change","to be checked",NA,NA,"galo1242","Galo","post2007galo",NA,"Dmitry Nikolaev",NA,NA,NA
320,"copi1238","d̤ɮ̤","unknown","unknown","to be checked","to be checked",NA,NA,"copi1238","Copi","gowlett2003copi","xho_Gowlett2003.pdf","Elad Eisen",NA,1318,NA
320,"copi1238","ɬ","unknown","unknown","to be checked","to be checked",NA,NA,"copi1238","Copi","gowlett2003copi","xho_Gowlett2003.pdf","Elad Eisen",NA,1318,NA
320,"copi1238","m̤","unknown","unknown","to be checked","to be checked",NA,NA,"copi1238","Copi","gowlett2003copi","xho_Gowlett2003.pdf","Elad Eisen",NA,1318,NA
320,"copi1238","n̤","unknown","unknown","to be checked","to be checked",NA,NA,"copi1238","Copi","gowlett2003copi","xho_Gowlett2003.pdf","Elad Eisen",NA,1318,NA
320,"copi1238","ndl","unknown","unknown","to be checked","to be checked",NA,NA,"copi1238","Copi","gowlett2003copi","xho_Gowlett2003.pdf","Elad Eisen",NA,1318,NA
